Datetime,Dispatch,LMP,Dispatch DA,LMP DA
2020-01-01 00:00:00,0.0,-0.0,226.7,-0.0
2020-01-01 01:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 02:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 03:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 04:00:00,0.0,-0.0,153.8,-0.0
2020-01-01 05:00:00,88.838426,-0.0,398.71110699999997,18.573789
2020-01-01 06:00:00,478.943213,-0.0,377.3,66.243871
2020-01-01 07:00:00,474.430739,0.0,59.559406,15.0
2020-01-01 08:00:00,444.044503,-0.0,0.0,-0.0
2020-01-01 09:00:00,234.2,-0.0,0.0,-0.0
2020-01-01 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 11:00:00,0.0,-0.0,29.427883,18.072542
2020-01-01 12:00:00,87.850527,15.0,91.5,18.861019
2020-01-01 13:00:00,65.7,19.034775,103.0,19.430296
2020-01-01 14:00:00,45.8,16.970947,39.7,19.685338
2020-01-01 15:00:00,7.603557,15.0,87.7,21.287879
2020-01-01 16:00:00,115.2,19.430296,92.3,30.264778
2020-01-01 17:00:00,205.8,26.486943,89.4,76.271651
2020-01-01 18:00:00,360.1,23.069973,90.4,70.500837
2020-01-01 19:00:00,308.5,22.732362,81.1,23.808289
2020-01-01 20:00:00,309.9,23.069973,172.9,21.843654
2020-01-01 21:00:00,287.9,21.287879,326.9,19.68943
2020-01-01 22:00:00,170.4,73.128644,256.7,19.430296
2020-01-01 23:00:00,99.0,21.288154,141.1,19.034775
2020-01-02 00:00:00,29.9,21.116411,52.6,19.034775
2020-01-02 01:00:00,8.1,21.843654,0.414285,-0.0
2020-01-02 02:00:00,8.1,22.492854,8.9,2.295733
2020-01-02 03:00:00,13.7,72.516066,7.0,18.861019
2020-01-02 04:00:00,26.8,21.843654,11.6,19.430296
2020-01-02 05:00:00,21.1,20.400003,23.3,20.419098
2020-01-02 06:00:00,24.1,21.116714,16.1,71.288154
2020-01-02 07:00:00,44.7,73.069973,0.0,-0.0
2020-01-02 08:00:00,53.9,16.970947,0.0,-0.0
2020-01-02 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 14:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 15:00:00,2.4,-0.0,0.0,-0.0
2020-01-02 16:00:00,0.0,-0.0,219.6,21.116411
2020-01-02 17:00:00,366.182264,-0.0,89.0,73.315805
2020-01-02 18:00:00,357.220616,0.0,47.5,73.207125
2020-01-02 19:00:00,374.362926,0.0,0.0,37.861744
2020-01-02 20:00:00,375.110268,15.0,2.9,23.348768
2020-01-02 21:00:00,414.02689000000004,15.0,175.2,20.846138
2020-01-02 22:00:00,293.1,-0.0,86.322537,15.0
2020-01-02 23:00:00,300.087454,15.0,98.88239,-0.0
2020-01-03 00:00:00,358.2,18.072542,341.125923,15.0
2020-01-03 01:00:00,424.943233,-0.0,309.6,-0.0
2020-01-03 02:00:00,443.58661500000005,15.0,421.023894,-0.0
2020-01-03 03:00:00,322.8,18.072542,416.174213,-0.0
2020-01-03 04:00:00,103.6,70.419098,442.4,-0.0
2020-01-03 05:00:00,461.41341500000004,15.0,471.26315500000004,15.0
2020-01-03 06:00:00,460.224271,15.0,462.473987,0.0
2020-01-03 07:00:00,452.63621,-0.0,447.086101,-0.0
2020-01-03 08:00:00,437.993724,-0.0,0.0,-0.0
2020-01-03 09:00:00,403.3,-0.0,385.6,-0.0
2020-01-03 10:00:00,266.1,-0.0,313.7,-0.0
2020-01-03 11:00:00,364.1,-0.0,313.7,-0.0
2020-01-03 12:00:00,413.3,-0.0,344.3,-0.0
2020-01-03 13:00:00,474.9,-0.0,0.0,-0.0
2020-01-03 14:00:00,497.0,-0.0,50.501565,-0.0
2020-01-03 15:00:00,375.0,-0.0,466.99677800000006,15.0
2020-01-03 16:00:00,0.0,-0.0,441.240309,15.0
2020-01-03 17:00:00,265.809935,15.0,329.9,80.277405
2020-01-03 18:00:00,324.5,19.034775,286.6,76.790897
2020-01-03 19:00:00,247.6,20.400003,294.6,26.276196
2020-01-03 20:00:00,164.1,21.288154,303.2,21.116411
2020-01-03 21:00:00,135.8,22.516066,292.606211,18.861019
2020-01-03 22:00:00,86.9,22.732362,61.1,15.0
2020-01-03 23:00:00,124.3,22.576747,357.0,19.034775
2020-01-04 00:00:00,96.9,23.128644,195.5,22.516066
2020-01-04 01:00:00,41.3,23.069973,94.5,22.96816
2020-01-04 02:00:00,21.6,23.069973,32.5,23.128644
2020-01-04 03:00:00,43.4,22.96816,53.4,23.069973
2020-01-04 04:00:00,40.1,22.96816,154.6,22.96816
2020-01-04 05:00:00,28.0,23.069973,108.3,23.128644
2020-01-04 06:00:00,42.9,23.206766,31.1,44.030991
2020-01-04 07:00:00,32.7,23.206766,99.3,21.116714
2020-01-04 08:00:00,42.7,21.474047,90.9,19.430296
2020-01-04 09:00:00,74.0,19.685338,12.443128,5.477429
2020-01-04 10:00:00,17.2,-0.0,0.0,-0.0
2020-01-04 11:00:00,241.2,-0.0,0.0,-0.0
2020-01-04 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 13:00:00,0.0,-0.0,90.5,-0.0
2020-01-04 14:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 15:00:00,0.0,-0.0,131.9,-0.0
2020-01-04 16:00:00,0.0,-0.0,161.5,73.128644
2020-01-04 17:00:00,521.1469079999999,15.0,327.2,73.87513
