Datetime,Dispatch,LMP,Dispatch DA,LMP DA
2020-01-01 00:00:00,86.230156,-0.0,226.7,-0.0
2020-01-01 01:00:00,5.619856,-0.0,118.845823,-0.0
2020-01-01 02:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 03:00:00,19.901413,-0.0,178.6,-0.0
2020-01-01 04:00:00,52.540182,-0.0,153.8,18.573789
2020-01-01 05:00:00,236.838426,-0.0,205.111107,20.0
2020-01-01 06:00:00,495.788513,0.0,377.3,39.545528
2020-01-01 07:00:00,489.889322,-0.0,0.0,19.68943
2020-01-01 08:00:00,489.4,-0.0,0.0,-0.0
2020-01-01 09:00:00,234.2,-0.0,0.0,-0.0
2020-01-01 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 11:00:00,0.0,-0.0,0.0,19.034775
2020-01-01 12:00:00,0.0,19.685338,0.0,19.68943
2020-01-01 13:00:00,0.0,19.983547,19.64615,20.0
2020-01-01 14:00:00,0.0,19.034775,28.731137,20.0
2020-01-01 15:00:00,0.0,-0.0,87.7,21.288154
2020-01-01 16:00:00,34.283495,20.0,92.3,30.440974
2020-01-01 17:00:00,205.8,23.241021,89.4,77.038909
2020-01-01 18:00:00,360.1,23.206766,90.4,70.256117
2020-01-01 19:00:00,308.5,23.206766,81.1,23.206766
2020-01-01 20:00:00,309.9,22.492854,172.9,22.492854
2020-01-01 21:00:00,287.9,20.419098,172.916875,20.0
2020-01-01 22:00:00,170.4,22.516066,2.6,20.0
2020-01-01 23:00:00,99.0,21.647258,34.596868,20.0
2020-01-02 00:00:00,29.9,20.419098,0.0,19.68943
2020-01-02 01:00:00,8.1,21.474047,0.0,18.861019
2020-01-02 02:00:00,8.1,21.474047,0.0,19.034775
2020-01-02 03:00:00,13.7,21.647258,0.0,19.034775
2020-01-02 04:00:00,26.8,21.288154,0.0,19.68943
2020-01-02 05:00:00,0.0,19.983547,3.110878,20.846138
2020-01-02 06:00:00,24.1,21.116714,16.1,49.131953
2020-01-02 07:00:00,44.7,72.492854,0.0,-0.0
2020-01-02 08:00:00,0.0,14.191367,0.0,-0.0
2020-01-02 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 14:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 15:00:00,0.0,-0.0,0.0,18.861019
2020-01-02 16:00:00,38.179588,-0.0,219.6,21.287879
2020-01-02 17:00:00,366.948883,0.0,89.0,73.263871
2020-01-02 18:00:00,360.800935,0.0,47.5,73.176158
2020-01-02 19:00:00,376.317272,-0.0,0.0,25.539544
2020-01-02 20:00:00,378.739374,20.0,2.9,24.436132
2020-01-02 21:00:00,409.11573500000003,20.0,175.2,21.288154
2020-01-02 22:00:00,293.1,18.861019,79.1,19.68943
2020-01-02 23:00:00,247.7,18.072542,88.9,18.861019
2020-01-03 00:00:00,104.1,19.68943,174.9,19.68943
2020-01-03 01:00:00,424.943233,-0.0,196.666141,-0.0
2020-01-03 02:00:00,367.6,18.573789,307.712642,-0.0
2020-01-03 03:00:00,68.7,19.68943,387.487663,-0.0
2020-01-03 04:00:00,103.6,20.419098,434.982947,-0.0
2020-01-03 05:00:00,351.1,19.430296,404.6,19.430296
2020-01-03 06:00:00,457.246279,20.0,454.680638,0.0
2020-01-03 07:00:00,444.283697,-0.0,297.768974,-0.0
2020-01-03 08:00:00,435.049865,-0.0,0.0,-0.0
2020-01-03 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 14:00:00,7.155441,-0.0,249.101565,-0.0
2020-01-03 15:00:00,375.0,-0.0,270.1,19.68943
2020-01-03 16:00:00,0.0,-0.0,472.966627,20.0
2020-01-03 17:00:00,67.4,19.034775,329.9,80.530112
2020-01-03 18:00:00,169.92327699999998,20.0,286.6,76.790897
2020-01-03 19:00:00,247.6,20.419098,294.6,24.617414
2020-01-03 20:00:00,164.1,21.843654,303.2,21.116411
2020-01-03 21:00:00,135.8,22.576747,76.3,20.0
2020-01-03 22:00:00,86.9,22.96816,61.1,19.034775
2020-01-03 23:00:00,124.3,23.069973,211.857869,20.0
2020-01-04 00:00:00,96.9,24.617414,195.5,22.96816
2020-01-04 01:00:00,41.3,23.206766,94.5,23.128644
2020-01-04 02:00:00,21.6,23.206766,32.5,23.657594
2020-01-04 03:00:00,43.4,23.128644,53.4,23.206766
2020-01-04 04:00:00,40.1,23.128644,154.6,23.128644
2020-01-04 05:00:00,28.0,23.206766,108.3,24.617414
2020-01-04 06:00:00,42.9,25.9087,31.1,42.771901
2020-01-04 07:00:00,32.7,24.617414,99.3,21.288154
2020-01-04 08:00:00,42.7,22.732362,83.209656,20.0
2020-01-04 09:00:00,74.0,20.400003,0.0,10.592457
2020-01-04 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 13:00:00,0.0,-0.0,84.194234,-0.0
2020-01-04 14:00:00,0.0,-0.0,242.5,-0.0
2020-01-04 15:00:00,0.0,-0.0,131.9,-0.0
2020-01-04 16:00:00,0.0,-0.0,161.5,69.808424
2020-01-04 17:00:00,395.9,19.68943,327.2,76.324557
2020-01-04 18:00:00,469.175473,20.0,395.6,26.163716
2020-01-04 19:00:00,488.17044100000004,20.0,469.11876800000005,20.0
2020-01-04 20:00:00,471.230071,0.0,470.536297,0.0
2020-01-04 21:00:00,483.942457,-0.0,483.863161,-0.0
2020-01-04 22:00:00,472.218136,0.0,493.750833,0.0
2020-01-04 23:00:00,479.412139,-0.0,494.425475,-0.0
2020-01-05 00:00:00,485.994201,0.0,494.370178,-0.0
2020-01-05 01:00:00,492.936244,-0.0,500.607296,-0.0
2020-01-05 02:00:00,496.65796,0.0,502.939477,0.0
2020-01-05 03:00:00,496.212689,0.0,499.604165,-0.0
2020-01-05 04:00:00,500.979034,0.0,498.964145,-0.0
2020-01-05 05:00:00,477.354053,-0.0,501.663791,-0.0
2020-01-05 06:00:00,502.933159,-0.0,505.891646,0.0
2020-01-05 07:00:00,502.401107,-0.0,0.0,-0.0
2020-01-05 08:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 14:00:00,0.0,-0.0,0.0,-0.0
2020-01-05 15:00:00,0.0,-0.0,98.0,19.034775
2020-01-05 16:00:00,0.0,-0.0,348.1,21.288154
2020-01-05 17:00:00,0.0,-0.0,162.0,75.230085
2020-01-05 18:00:00,92.035924,-0.0,142.6,77.274563
2020-01-05 19:00:00,53.695393,-0.0,264.3,28.505278
2020-01-05 20:00:00,0.0,-0.0,172.8,22.96816
2020-01-05 21:00:00,0.0,-0.0,122.2,21.287879
2020-01-05 22:00:00,0.0,-0.0,0.0,19.68943
2020-01-05 23:00:00,0.0,-0.0,32.7,19.034775
2020-01-06 00:00:00,388.6,19.983547,289.0,-0.0
2020-01-06 01:00:00,366.4,19.034775,381.3,18.573789
2020-01-06 02:00:00,403.5,-0.0,168.384901,-0.0
2020-01-06 03:00:00,502.847865,-0.0,469.2,-0.0
2020-01-06 04:00:00,420.7,19.034775,453.5,3.853866
2020-01-06 05:00:00,495.588546,20.0,476.10762,0.0
2020-01-06 06:00:00,486.338511,0.0,469.882973,0.0
2020-01-06 07:00:00,485.727097,2.449631,124.921386,-0.0
2020-01-06 08:00:00,509.322921,-0.0,554.576954,-0.0
2020-01-06 09:00:00,0.0,-0.0,555.7,-0.0
2020-01-06 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-06 11:00:00,0.0,-0.0,415.8,-0.0
2020-01-06 12:00:00,0.0,-0.0,345.4,-0.0
2020-01-06 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-06 14:00:00,0.0,-0.0,210.1,-0.0
2020-01-06 15:00:00,0.0,-0.0,267.6,-0.0
