Datetime,Dispatch,LMP,Dispatch DA,LMP DA
2020-01-01 00:00:00,0.0,-0.0,269.05,-0.0
2020-01-01 01:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 02:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 03:00:00,0.0,-0.0,0.0,-0.0
2020-01-01 04:00:00,0.0,-0.0,196.15,-0.0
2020-01-01 05:00:00,88.838426,-0.0,228.45,19.68943
2020-01-01 06:00:00,478.943213,-0.0,377.3,64.071722
2020-01-01 07:00:00,474.430739,0.0,0.0,19.034775
2020-01-01 08:00:00,444.044503,-0.0,0.0,-0.0
2020-01-01 09:00:00,276.55,-0.0,0.0,-0.0
2020-01-01 10:00:00,36.15,-0.0,0.0,-0.0
2020-01-01 11:00:00,0.0,-0.0,0.0,18.861019
2020-01-01 12:00:00,0.0,18.573789,0.0,19.034775
2020-01-01 13:00:00,0.0,19.685338,0.0,19.68943
2020-01-01 14:00:00,0.0,18.072542,0.0,19.983547
2020-01-01 15:00:00,0.0,-0.0,55.90087,21.287879
2020-01-01 16:00:00,0.0,19.983547,92.3,30.690638
2020-01-01 17:00:00,205.8,26.486943,89.4,76.271651
2020-01-01 18:00:00,360.1,23.069973,90.4,69.14159
2020-01-01 19:00:00,308.5,23.069973,81.1,23.802887
2020-01-01 20:00:00,309.9,22.492854,172.9,22.492854
2020-01-01 21:00:00,287.9,20.400003,115.15,20.0
2020-01-01 22:00:00,170.4,21.843654,44.95,19.983547
2020-01-01 23:00:00,99.0,21.288154,0.0,19.983547
2020-01-02 00:00:00,29.9,21.116411,0.0,19.430296
2020-01-02 01:00:00,8.1,21.843654,0.0,-0.0
2020-01-02 02:00:00,8.1,21.843654,0.0,-0.0
2020-01-02 03:00:00,13.7,22.516066,0.0,18.573789
2020-01-02 04:00:00,26.8,21.647258,0.0,19.034775
2020-01-02 05:00:00,21.1,20.400003,23.3,20.400003
2020-01-02 06:00:00,24.1,21.287879,16.1,67.964081
2020-01-02 07:00:00,44.7,71.843654,0.0,-0.0
2020-01-02 08:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 14:00:00,0.0,-0.0,0.0,-0.0
2020-01-02 15:00:00,44.75,-0.0,0.0,-0.0
2020-01-02 16:00:00,92.179588,-0.0,219.6,21.116411
2020-01-02 17:00:00,368.15939,0.0,89.0,73.892847
2020-01-02 18:00:00,362.819095,0.0,47.5,73.317484
2020-01-02 19:00:00,379.650763,0.0,0.0,33.66729
2020-01-02 20:00:00,350.05,19.983547,2.9,25.102832
2020-01-02 21:00:00,395.45,19.034775,175.2,21.116411
2020-01-02 22:00:00,335.45,18.861019,121.45,19.034775
2020-01-02 23:00:00,290.05,16.970947,131.25,0.0
2020-01-03 00:00:00,146.45,18.573789,171.125923,-0.0
2020-01-03 01:00:00,424.943233,-0.0,196.666141,-0.0
2020-01-03 02:00:00,409.95,18.072542,307.712642,-0.0
2020-01-03 03:00:00,111.05,19.68943,387.487663,-0.0
2020-01-03 04:00:00,103.6,70.419098,387.188249,-0.0
2020-01-03 05:00:00,393.45,19.034775,446.95,19.034775
2020-01-03 06:00:00,459.225223,-0.0,455.623584,0.0
2020-01-03 07:00:00,452.63621,-0.0,312.668974,-0.0
2020-01-03 08:00:00,435.049865,-0.0,184.412427,-0.0
2020-01-03 09:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 10:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 11:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 13:00:00,0.0,-0.0,0.0,-0.0
2020-01-03 14:00:00,7.155441,-0.0,50.501565,-0.0
2020-01-03 15:00:00,417.35,-0.0,327.549295,19.430296
2020-01-03 16:00:00,0.0,-0.0,441.240309,20.0
2020-01-03 17:00:00,109.75,19.034775,329.9,80.277405
2020-01-03 18:00:00,146.623277,20.0,286.6,76.790897
2020-01-03 19:00:00,247.6,20.400003,294.6,24.896757
2020-01-03 20:00:00,164.1,21.288154,303.2,21.116411
2020-01-03 21:00:00,135.8,22.516066,118.65,19.68943
2020-01-03 22:00:00,86.9,22.732362,103.45,18.861019
2020-01-03 23:00:00,124.3,22.576747,145.25,20.0
2020-01-04 00:00:00,96.9,23.128644,195.5,22.516066
2020-01-04 01:00:00,41.3,23.069973,94.5,22.96816
2020-01-04 02:00:00,21.6,23.069973,32.5,23.128644
2020-01-04 03:00:00,43.4,22.96816,53.4,23.069973
2020-01-04 04:00:00,40.1,22.96816,154.6,22.96816
2020-01-04 05:00:00,28.0,23.069973,108.3,23.128644
2020-01-04 06:00:00,42.9,23.206766,31.1,44.031453
2020-01-04 07:00:00,32.7,23.206766,72.586948,21.116411
2020-01-04 08:00:00,42.7,21.474047,0.0,19.68943
2020-01-04 09:00:00,0.0,19.68943,0.0,5.22119
2020-01-04 10:00:00,59.55,-0.0,0.0,-0.0
2020-01-04 11:00:00,283.55,-0.0,0.0,-0.0
2020-01-04 12:00:00,0.0,-0.0,0.0,-0.0
2020-01-04 13:00:00,0.0,-0.0,132.85,-0.0
2020-01-04 14:00:00,0.0,-0.0,284.85,-0.0
2020-01-04 15:00:00,324.25,-0.0,174.25,-0.0
2020-01-04 16:00:00,0.0,-0.0,161.5,73.128644
2020-01-04 17:00:00,438.25,18.861019,327.2,73.87513
2020-01-04 18:00:00,516.316472,20.0,395.6,26.346198
2020-01-04 19:00:00,527.088086,20.0,440.71160699999996,20.0
2020-01-04 20:00:00,521.124381,-0.0,517.848642,0.0
2020-01-04 21:00:00,522.045819,0.0,523.075237,0.0
2020-01-04 22:00:00,518.510565,-0.0,519.585324,0.0
2020-01-04 23:00:00,526.343824,0.0,491.359814,0.0
2020-01-05 00:00:00,479.238404,0.0,488.778253,0.0
2020-01-05 01:00:00,481.976671,-0.0,491.265699,-0.0
2020-01-05 02:00:00,486.75942,-0.0,494.113003,-0.0
2020-01-05 03:00:00,491.646663,0.0,491.467393,-0.0
2020-01-05 04:00:00,493.033066,-0.0,492.025967,-0.0
2020-01-05 05:00:00,445.511389,-0.0,496.426922,0.0
