Datetime,Dispatch,LMP,Dispatch DA,LMP DA
2020-01-01 00:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 01:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 02:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 03:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 04:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 05:00:00,280.0,-0.0,280.0,19.034775
2020-01-01 06:00:00,280.0,19.533879,400.0,63.953837
2020-01-01 07:00:00,288.408479,20.0,280.0,18.861019
2020-01-01 08:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 09:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 10:00:00,280.0,-0.0,280.0,-0.0
2020-01-01 11:00:00,280.0,-0.0,280.0,19.034775
2020-01-01 12:00:00,280.0,18.573789,280.0,19.034775
2020-01-01 13:00:00,280.0,19.68943,280.0,19.983547
2020-01-01 14:00:00,280.0,18.861019,280.0,19.983547
2020-01-01 15:00:00,280.0,-0.0,396.0,21.287879
2020-01-01 16:00:00,280.0,19.983547,400.0,30.049217
2020-01-01 17:00:00,400.0,20.06078,400.0,73.230186
2020-01-01 18:00:00,400.0,23.069973,400.0,68.612856
2020-01-01 19:00:00,400.0,23.069973,400.0,23.811647
2020-01-01 20:00:00,400.0,23.069973,400.0,21.843654
2020-01-01 21:00:00,400.0,21.287879,331.016875,20.0
2020-01-01 22:00:00,400.0,123.069973,280.0,19.983547
2020-01-01 23:00:00,400.0,21.288154,280.0,19.983547
2020-01-02 00:00:00,400.0,21.116411,280.0,19.68943
2020-01-02 01:00:00,400.0,21.843654,280.0,18.861019
2020-01-02 02:00:00,400.0,21.843654,280.0,19.034775
2020-01-02 03:00:00,400.0,22.516066,280.0,19.034775
2020-01-02 04:00:00,400.0,21.647258,280.0,19.68943
2020-01-02 05:00:00,400.0,20.400003,400.0,20.400003
2020-01-02 06:00:00,400.0,21.287879,400.0,49.158456
2020-01-02 07:00:00,400.0,121.843654,280.0,-0.0
2020-01-02 08:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 09:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 10:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 11:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 12:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 13:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 14:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 15:00:00,280.0,-0.0,280.0,-0.0
2020-01-02 16:00:00,280.0,-0.0,373.936523,20.846138
2020-01-02 17:00:00,400.0,21.905537,400.0,76.777694
2020-01-02 18:00:00,400.0,22.335927,400.0,71.502912
2020-01-02 19:00:00,400.0,21.368347,400.0,32.711858
2020-01-02 20:00:00,400.0,20.547985,400.0,25.144088
2020-01-02 21:00:00,400.0,20.42044,400.0,21.116714
2020-01-02 22:00:00,333.86707,20.0,280.0,16.562871
2020-01-02 23:00:00,280.0,19.533879,280.0,-0.0
2020-01-03 00:00:00,280.0,18.072542,280.0,19.958349
2020-01-03 01:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 02:00:00,280.0,17.392886,280.0,-0.0
2020-01-03 03:00:00,280.0,18.072542,280.0,-0.0
2020-01-03 04:00:00,371.354569,20.0,280.0,18.926085
2020-01-03 05:00:00,292.976001,20.0,333.085933,20.234035
2020-01-03 06:00:00,400.0,21.122752,400.0,78.273335
2020-01-03 07:00:00,400.0,21.122752,280.0,-0.0
2020-01-03 08:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 09:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 10:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 11:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 12:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 13:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 14:00:00,280.0,-0.0,280.0,-0.0
2020-01-03 15:00:00,280.0,-0.0,280.0,18.861019
2020-01-03 16:00:00,280.0,-0.0,400.0,21.122752
2020-01-03 17:00:00,280.0,18.072542,400.0,92.014533
2020-01-03 18:00:00,280.0,19.430296,400.0,73.916831
2020-01-03 19:00:00,320.305256,20.0,400.0,24.617414
2020-01-03 20:00:00,400.0,22.492854,400.0,20.419098
2020-01-03 21:00:00,400.0,22.96816,280.0,19.034775
2020-01-03 22:00:00,400.0,23.069973,280.0,-0.0
2020-01-03 23:00:00,400.0,23.128644,309.857869,19.68943
2020-01-04 00:00:00,400.0,23.206766,400.0,22.516066
2020-01-04 01:00:00,400.0,23.128644,400.0,23.069973
2020-01-04 02:00:00,400.0,23.128644,400.0,23.128644
2020-01-04 03:00:00,400.0,23.069973,400.0,23.069973
2020-01-04 04:00:00,400.0,23.069973,400.0,23.069973
2020-01-04 05:00:00,400.0,23.128644,400.0,23.206766
2020-01-04 06:00:00,400.0,23.657594,400.0,46.281256
2020-01-04 07:00:00,400.0,126.429316,400.0,21.116411
2020-01-04 08:00:00,400.0,21.288154,280.0,19.685338
2020-01-04 09:00:00,396.0,20.0,280.0,18.463561
2020-01-04 10:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 11:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 12:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 13:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 14:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 15:00:00,280.0,-0.0,280.0,-0.0
2020-01-04 16:00:00,280.0,-0.0,400.0,63.733297
2020-01-04 17:00:00,280.0,19.899927,400.0,77.065448
2020-01-04 18:00:00,400.0,21.905537,400.0,26.67437
2020-01-04 19:00:00,400.0,21.905537,400.0,22.246251
2020-01-04 20:00:00,400.0,20.42044,400.0,25.642806
2020-01-04 21:00:00,280.0,19.958349,280.0,20.0
2020-01-04 22:00:00,400.0,20.234035,280.0,17.537118
2020-01-04 23:00:00,399.201853,20.0,280.0,20.0
2020-01-05 00:00:00,400.0,127.513686,308.152452,20.0
2020-01-05 01:00:00,400.0,20.234035,280.0,17.392886
2020-01-05 02:00:00,400.0,20.234035,280.0,18.52187
2020-01-05 03:00:00,386.310731,20.0,280.0,18.52187
2020-01-05 04:00:00,280.0,19.533879,280.0,19.533879
2020-01-05 05:00:00,280.0,-0.0,324.461264,20.0
2020-01-05 06:00:00,280.0,18.52187,396.165686,39.528421
2020-01-05 07:00:00,280.0,17.392886,280.0,-0.0
2020-01-05 08:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 09:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 10:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 11:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 12:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 13:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 14:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 15:00:00,280.0,-0.0,280.0,-0.0
2020-01-05 16:00:00,280.0,-0.0,400.0,20.846138
2020-01-05 17:00:00,280.0,-0.0,400.0,74.096119
2020-01-05 18:00:00,280.0,-0.0,400.0,78.791532
2020-01-05 19:00:00,280.0,-0.0,400.0,36.377753
2020-01-05 20:00:00,280.0,-0.0,400.0,22.576747
2020-01-05 21:00:00,280.0,-0.0,400.0,21.082605
2020-01-05 22:00:00,280.0,-0.0,280.0,18.861019
2020-01-05 23:00:00,280.0,-0.0,280.0,-0.0
2020-01-06 00:00:00,386.844357,20.0,280.0,-0.0
2020-01-06 01:00:00,280.0,18.926085,280.0,-0.0
2020-01-06 02:00:00,280.0,-0.0,280.0,-0.0
2020-01-06 03:00:00,280.0,19.533879,280.0,-0.0
2020-01-06 04:00:00,316.120005,20.0,280.0,-0.0
